Entry	Entry name	Status	Protein names	Gene names	Organism	Length	EC number
Q59928	ARGD_STRMU	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD SMU_666	Streptococcus mutans serotype c (strain ATCC 700610 / UA159)	379	2.6.1.11
Q7VSH3	ARGD2_BORPE	reviewed	Acetylornithine aminotransferase 2 (ACOAT 2) (EC 2.6.1.11)	argD2 BP0451	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	396	2.6.1.11
P63569	ARGD_MYCBO	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD BQ2027_MB1683	Mycobacterium bovis (strain ATCC BAA-935 / AF2122/97)	400	2.6.1.11
Q7V8L1	ARGD_PROMM	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD PMT_0331	Prochlorococcus marinus (strain MIT 9313)	418	2.6.1.11
Q89LG2	ARGD2_BRADU	reviewed	Acetylornithine aminotransferase 2 (ACOAT 2) (EC 2.6.1.11)	argD2 blr4582	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	398	2.6.1.11
Q9K8V5	ARGD_BACHD	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD BH2897	Bacillus halodurans (strain ATCC BAA-125 / DSM 18197 / FERM 7344 / JCM 9153 / C-125)	384	2.6.1.11
O14433	ARGD_KLULA	reviewed	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	ARG8 KLLA0E21153g	Kluyveromyces lactis (strain ATCC 8585 / CBS 2359 / DSM 70799 / NBRC 1267 / NRRL Y-1140 / WM37) (Yeast) (Candida sphaerica)	423	2.6.1.11
Q72RH8	ARGD_LEPIC	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD LIC_11767	Leptospira interrogans serogroup Icterohaemorrhagiae serovar copenhageni (strain Fiocruz L1-130)	406	2.6.1.11
Q71Z79	ARGD_LISMF	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD LMOf2365_1610	Listeria monocytogenes serotype 4b (strain F2365)	386	2.6.1.11
Q92SA0	ARGD_RHIME	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD R00517 SMc02138	Rhizobium meliloti (strain 1021) (Ensifer meliloti) (Sinorhizobium meliloti)	399	2.6.1.11
P59315	ARGD_BIFLO	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD BL1061	Bifidobacterium longum (strain NCC 2705)	431	2.6.1.11
P63566	ARGD_BRUME	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD BMEI1621	Brucella melitensis biotype 1 (strain 16M / ATCC 23456 / NCTC 10094)	403	2.6.1.11
Q8P5Q4	ARGD_XANCP	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD XCC3282	Xanthomonas campestris pv. campestris (strain ATCC 33913 / DSM 3586 / NCPPB 528 / LMG 568 / P 25)	408	2.6.1.11
Q87DM8	ARGD_XYLFT	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD PD_0654	Xylella fastidiosa (strain Temecula1 / ATCC 700964)	411	2.6.1.11
P54752	ARGD_NOSS1	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD alr1080	Nostoc sp. (strain PCC 7120 / SAG 25.82 / UTEX 2576)	427	2.6.1.11
Q8CUM9	ARGD_OCEIH	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD OB1078	Oceanobacillus iheyensis (strain DSM 14371 / CIP 107618 / JCM 11309 / KCTC 3954 / HTE831)	399	2.6.1.11
P24087	ARGD_LEPIN	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD LA_2153	Leptospira interrogans serogroup Icterohaemorrhagiae serovar Lai (strain 56601)	406	2.6.1.11
Q92BC0	ARGD_LISIN	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD lin1630	Listeria innocua serovar 6a (strain ATCC BAA-680 / CLIP 11262)	384	2.6.1.11
Q8TUZ5	ARGD_METKA	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD MK1606	Methanopyrus kandleri (strain AV19 / DSM 6324 / JCM 9639 / NBRC 100938)	389	2.6.1.11
Q6FXA4	ARGD_CANGA	reviewed	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	ARG8 CAGL0B01507g	Candida glabrata (strain ATCC 2001 / CBS 138 / JCM 3761 / NBRC 0622 / NRRL Y-65) (Yeast) (Torulopsis glabrata)	427	2.6.1.11
Q7MH19	ARGD_VIBVY	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD VV3054	Vibrio vulnificus (strain YJ016)	403	2.6.1.11
P55628	Y4QG_SINFN	reviewed	Uncharacterized aminotransferase y4qG (EC 2.6.1.-)	NGR_a01910 y4qG	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	448	2.6.1.-
Q53196	Y4UB_SINFN	reviewed	Uncharacterized aminotransferase y4uB (EC 2.6.1.-)	NGR_a01380 y4uB	Sinorhizobium fredii (strain NBRC 101917 / NGR234)	467	2.6.1.-
O94562	YGD3_SCHPO	reviewed	Uncharacterized aminotransferase C1771.03c (EC 2.6.-.-)	SPBC1773.03c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	459	2.6.-.-
P33189	YHXA_BACSU	reviewed	Uncharacterized aminotransferase YhxA (EC 2.6.-.-)	yhxA BSU09260	Bacillus subtilis (strain 168)	450	2.6.-.-
O34662	YODT_BACSU	reviewed	Uncharacterized aminotransferase YodT (EC 2.6.-.-)	yodT yokM BSU19740	Bacillus subtilis (strain 168)	444	2.6.-.-
Q9US34	YFZ7_SCHPO	reviewed	Uncharacterized aminotransferase C1039.07c (EC 2.6.-.-)	SPAC1039.07c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	448	2.6.-.-
O94492	YC7B_SCHPO	reviewed	Uncharacterized aminotransferase C417.11c (EC 2.6.-.-)	SPCC417.11c	Schizosaccharomyces pombe (strain 972 / ATCC 24843) (Fission yeast)	438	2.6.-.-
Q9SR86	AGT23_ARATH	reviewed	Alanine--glyoxylate aminotransferase 2 homolog 3, mitochondrial (EC 2.6.1.44) (Beta-alanine-pyruvate aminotransferase 3)	At3g08860 T16O11.21	Arabidopsis thaliana (Mouse-ear cress)	481	2.6.1.44
P91408	AGT2L_CAEEL	reviewed	Ethanolamine-phosphate phospho-lyase homolog 1 (EC 4.2.3.-) (Alanine--glyoxylate aminotransferase 2-like)	eppl-1 T01B11.2	Caenorhabditis elegans	467	4.2.3.-
Q9VU95	AGT2L_DROME	reviewed	Alanine--glyoxylate aminotransferase 2-like (EC 4.2.3.-)	CG8745	Drosophila melanogaster (Fruit fly)	494	4.2.3.-
Q58131	ARGD_METJA	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD MJ0721	Methanocaldococcus jannaschii (strain ATCC 43067 / DSM 2661 / JAL-1 / JCM 10045 / NBRC 100440) (Methanococcus jannaschii)	398	2.6.1.11
Q9CC12	ARGD_MYCLE	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD ML1409	Mycobacterium leprae (strain TN)	404	2.6.1.11
Q7W2N9	ARGD2_BORPA	reviewed	Acetylornithine aminotransferase 2 (ACOAT 2) (EC 2.6.1.11)	argD2 BPP4365	Bordetella parapertussis (strain 12822 / ATCC BAA-587 / NCTC 13253)	396	2.6.1.11
Q55DT8	ARGD_DICDI	reviewed	Probable acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	argD arg8 DDB_G0269526	Dictyostelium discoideum (Slime mold)	453	2.6.1.11
Q89VE9	ARGD1_BRADU	reviewed	Acetylornithine aminotransferase 1 (ACOAT 1) (EC 2.6.1.11)	argD1 blr1098	Bradyrhizobium diazoefficiens (strain JCM 10833 / IAM 13628 / NBRC 14792 / USDA 110)	405	2.6.1.11
P59316	ARGD_CHLTE	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD CT0367	Chlorobaculum tepidum (strain ATCC 49652 / DSM 12025 / NBRC 103806 / TLS) (Chlorobium tepidum)	400	2.6.1.11
Q9JYY4	ARGD_NEIMB	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD NMB1371	Neisseria meningitidis serogroup B (strain MC58)	398	2.6.1.11
Q7WKW5	ARGD1_BORBR	reviewed	Acetylornithine aminotransferase 1 (ACOAT 1) (EC 2.6.1.11)	argD1 BB1988	Bordetella bronchiseptica (strain ATCC BAA-588 / NCTC 13252 / RB50) (Alcaligenes bronchisepticus)	393	2.6.1.11
P59322	ARGD_THEEB	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD tlr1328	Thermosynechococcus elongatus (strain BP-1)	412	2.6.1.11
Q98BB7	ARGD_RHILO	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD mlr5646	Mesorhizobium japonicum (strain LMG 29417 / CECT 9101 / MAFF 303099) (Mesorhizobium loti (strain MAFF 303099))	399	2.6.1.11
P63567	ARGD_BRUSU	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD BR0301 BS1330_I0302	Brucella suis biovar 1 (strain 1330)	403	2.6.1.11
A7FIL6	ASTC_YERP3	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM YpsIP31758_2121	Yersinia pseudotuberculosis serotype O:1b (strain IP 31758)	414	2.6.1.81
Q1C8B1	ASTC_YERPA	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM YPA_1344	Yersinia pestis bv. Antiqua (strain Antiqua)	414	2.6.1.81
Q66B21	ASTC_YERPS	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM YPTB1959	Yersinia pseudotuberculosis serotype I (strain IP32953)	414	2.6.1.81
Q9P3I3	ARGD_NEUCR	reviewed	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	arg-8 B7F21.110 NCU05410	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	461	2.6.1.11
P59319	ARGD_PSEPK	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD PP_4481	Pseudomonas putida (strain ATCC 47054 / DSM 6125 / NCIMB 11950 / KT2440)	406	2.6.1.11
Q9ZJ10	ARGD_BACAM	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11) (Fragment)	argD	Bacillus amyloliquefaciens (Bacillus velezensis)	229	2.6.1.11
Q8FTN2	ARGD_COREF	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD CE1529	Corynebacterium efficiens (strain DSM 44549 / YS-314 / AJ 12310 / JCM 11189 / NBRC 100395)	402	2.6.1.11
Q07907	ARGD_GEOSE	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD	Geobacillus stearothermophilus (Bacillus stearothermophilus)	385	2.6.1.11
Q8PX16	ARGD_METMA	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD MM_1406	Methanosarcina mazei (strain ATCC BAA-159 / DSM 3647 / Goe1 / Go1 / JCM 11833 / OCM 88) (Methanosarcina frisia)	395	2.6.1.11
Q82UP3	ARGD_NITEU	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD NE1439	Nitrosomonas europaea (strain ATCC 19718 / CIP 103999 / KCTC 2705 / NBRC 14298)	393	2.6.1.11
O30156	ARGD_ARCFU	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD AF_0080	Archaeoglobus fulgidus (strain ATCC 49558 / VC-16 / DSM 4304 / JCM 9628 / NBRC 100126)	375	2.6.1.11
Q9L1A4	ARGD_STRCO	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD SCO1577 SCL24.13c	Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145)	402	2.6.1.11
Q8PH31	ARGD_XANAC	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD XAC3429	Xanthomonas axonopodis pv. citri (strain 306)	408	2.6.1.11
B5YQ35	ASTC_ECO5E	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECH74115_2466	Escherichia coli O157:H7 (strain EC4115 / EHEC)	406	2.6.1.81
B1XGK9	ASTC_ECODH	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECDH10B_1886	Escherichia coli (strain K12 / DH10B)	406	2.6.1.81
A1ABS9	ASTC_ECOK1	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM Ecok1_16250 APECO1_817	Escherichia coli O1:K1 / APEC	406	2.6.1.81
Q0TH82	ASTC_ECOL5	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECP_1694	Escherichia coli O6:K15:H31 (strain 536 / UPEC)	406	2.6.1.81
A8AHE0	ASTC_CITK8	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM CKO_01774	Citrobacter koseri (strain ATCC BAA-895 / CDC 4225-83 / SGSC4696)	406	2.6.1.81
B7N584	ASTC_ECOLU	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECUMN_2037	Escherichia coli O17:K52:H18 (strain UMN026 / ExPEC)	406	2.6.1.81
B1LDY3	ASTC_ECOSM	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM EcSMS35_1443	Escherichia coli (strain SMS-3-5 / SECEC)	406	2.6.1.81
B5F846	ASTC_SALA4	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SeAg_B1871	Salmonella agona (strain SL483)	408	2.6.1.81
B5QWJ0	ASTC_SALEP	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SEN1740	Salmonella enteritidis PT4 (strain P125109)	408	2.6.1.81
B5RB01	ASTC_SALG2	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SG1813	Salmonella gallinarum (strain 287/91 / NCTC 13346)	408	2.6.1.81
C0Q6X9	ASTC_SALPC	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SPC_2428	Salmonella paratyphi C (strain RKS4594)	408	2.6.1.81
Q8Z6F9	ASTC_SALTI	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM STY1811 t1182	Salmonella typhi	408	2.6.1.81
Q3Z295	ASTC_SHISS	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SSON_1409	Shigella sonnei (strain Ss046)	406	2.6.1.81
Q6DEB1	AT2L1_XENLA	reviewed	Ethanolamine-phosphate phospho-lyase (EC 4.2.3.2) (Alanine--glyoxylate aminotransferase 2-like 1)	etnppl agxt2l1	Xenopus laevis (African clawed frog)	509	4.2.3.2
Q8UI71	ARGD_AGRFC	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD Atu0428 AGR_C_752	Agrobacterium fabrum (strain C58 / ATCC 33970) (Agrobacterium tumefaciens (strain C58))	399	2.6.1.11
Q9CNT1	ARGD_PASMU	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD PM0344	Pasteurella multocida (strain Pm70)	398	2.6.1.11
Q6BUP9	ARGD_DEBHA	reviewed	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	ARG8 DEHA2C09042g	Debaryomyces hansenii (strain ATCC 36239 / CBS 767 / JCM 1990 / NBRC 0083 / IGC 2968) (Yeast) (Torulaspora hansenii)	466	2.6.1.11
Q828A3	ARGD_STRAW	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD SAV_6766	Streptomyces avermitilis (strain ATCC 31267 / DSM 46492 / JCM 5070 / NBRC 14893 / NCIMB 12804 / NRRL 8165 / MA-4680)	403	2.6.1.11
B7NT29	ASTC_ECO7I	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECIAI39_1306	Escherichia coli O7:K1 (strain IAI39 / ExPEC)	406	2.6.1.81
C4ZZA4	ASTC_ECOBW	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM BWG_1561	Escherichia coli (strain K12 / MC4100 / BW2952)	406	2.6.1.81
Q8FGZ9	ASTC_ECOL6	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM c2148	Escherichia coli O6:H1 (strain CFT073 / ATCC 700928 / UPEC)	406	2.6.1.81
A7ZML6	ASTC_ECO24	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM EcE24377A_1970	Escherichia coli O139:H28 (strain E24377A / ETEC)	406	2.6.1.81
B7MAV9	ASTC_ECO45	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECS88_1800	Escherichia coli O45:K1 (strain S88 / ExPEC)	406	2.6.1.81
B7L6M2	ASTC_ECO55	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM EC55989_1916	Escherichia coli (strain 55989 / EAEC)	406	2.6.1.81
Q8X598	ASTC_ECO57	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM Z2780 ECs2454	Escherichia coli O157:H7	406	2.6.1.81
B7LQ44	ASTC_ESCF3	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM EFER_1317	Escherichia fergusonii (strain ATCC 35469 / DSM 13698 / CDC 0568-73)	406	2.6.1.81
B5FJD8	ASTC_SALDC	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SeD_A2043	Salmonella dublin (strain CT_02021853)	408	2.6.1.81
Q5PHC8	ASTC_SALPA	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SPA1541	Salmonella paratyphi A (strain ATCC 9150 / SARB42)	408	2.6.1.81
B5BA72	ASTC_SALPK	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SSPA1432	Salmonella paratyphi A (strain AKU_12601)	408	2.6.1.81
A9QZ63	ASTC_YERPG	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM YpAngola_A2520	Yersinia pestis bv. Antiqua (strain Angola)	414	2.6.1.81
Q8R7C1	ARGD_CALS4	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD TTE2495	Caldanaerobacter subterraneus subsp. tengcongensis (strain DSM 15242 / JCM 11007 / NBRC 100824 / MB4) (Thermoanaerobacter tengcongensis)	393	2.6.1.11
Q9A652	ARGD2_CAUVC	reviewed	Acetylornithine aminotransferase 2 (ACOAT 2) (EC 2.6.1.11)	argD2 CC_2243	Caulobacter vibrioides (strain ATCC 19089 / CB15) (Caulobacter crescentus)	405	2.6.1.11
Q882K8	ARGD2_PSESM	reviewed	Acetylornithine aminotransferase 2 (ACOAT 2) (EC 2.6.1.11)	argD2 PSPTO_2618	Pseudomonas syringae pv. tomato (strain ATCC BAA-871 / DC3000)	400	2.6.1.11
Q59282	ARGD_CORGL	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD Cgl1397 cg1583	Corynebacterium glutamicum (strain ATCC 13032 / DSM 20300 / JCM 1318 / LMG 3730 / NCIMB 10025)	391	2.6.1.11
P59323	ARGD_VIBVU	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD VV1_1313	Vibrio vulnificus (strain CMCP6)	403	2.6.1.11
B7MVM7	ASTC_ECO81	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECED1_1950	Escherichia coli O81 (strain ED1a)	406	2.6.1.81
B7M1G0	ASTC_ECO8A	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECIAI1_1809	Escherichia coli O8 (strain IAI1)	406	2.6.1.81
A8A0U0	ASTC_ECOHS	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM EcHS_A1831	Escherichia coli O9:H4 (strain HS)	406	2.6.1.81
B1IPI2	ASTC_ECOLC	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM EcolC_1884	Escherichia coli (strain ATCC 8739 / DSM 1576 / Crooks)	406	2.6.1.81
B7USC9	ASTC_ECO27	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM E2348C_1876	Escherichia coli O127:H6 (strain E2348/69 / EPEC)	406	2.6.1.81
B6IBG8	ASTC_ECOSE	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM ECSE_1918	Escherichia coli (strain SE11)	406	2.6.1.81
Q1RB45	ASTC_ECOUT	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM UTI89_C1943	Escherichia coli (strain UTI89 / UPEC)	406	2.6.1.81
Q57PX9	ASTC_SALCH	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SCH_1326	Salmonella choleraesuis (strain SC-B67)	408	2.6.1.81
B4TGE0	ASTC_SALHS	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SeHA_C1430	Salmonella heidelberg (strain SL476)	408	2.6.1.81
B4T3Z4	ASTC_SALNS	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SNSL254_A1415	Salmonella newport (strain SL254)	408	2.6.1.81
A9N278	ASTC_SALPB	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SPAB_02040	Salmonella paratyphi B (strain ATCC BAA-1250 / SPB7)	408	2.6.1.81
B2U3D0	ASTC_SHIB3	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SbBS512_E1995	Shigella boydii serotype 18 (strain CDC 3083-94 / BS512)	406	2.6.1.81
Q321P0	ASTC_SHIBS	reviewed	Succinylornithine transaminase (SOAT) (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM SBO_1342	Shigella boydii serotype 4 (strain Sb227)	406	2.6.1.81
A1JS45	ASTC_YERE8	reviewed	Succinylornithine transaminase (EC 2.6.1.81) (Succinylornithine aminotransferase)	astC argM YE2469	Yersinia enterocolitica serotype O:8 / biotype 1B (strain NCTC 13174 / 8081)	414	2.6.1.81
Q75AW1	ARGD_ASHGO	reviewed	Acetylornithine aminotransferase, mitochondrial (ACOAT) (EC 2.6.1.11)	ARG8 ADL191W	Ashbya gossypii (strain ATCC 10895 / CBS 109.51 / FGSC 9923 / NRRL Y-1056) (Yeast) (Eremothecium gossypii)	423	2.6.1.11
Q97GH9	ARGD_CLOAB	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD CA_C2388	Clostridium acetobutylicum (strain ATCC 824 / DSM 792 / JCM 1419 / LMG 5710 / VKM B-1787)	387	2.6.1.11
Q9KNW2	ARGD_VIBCH	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD VC_2618	Vibrio cholerae serotype O1 (strain ATCC 39315 / El Tor Inaba N16961)	403	2.6.1.11
O27392	ARGD_METTH	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD MTH_1337	Methanothermobacter thermautotrophicus (strain ATCC 29096 / DSM 1053 / JCM 10044 / NBRC 100330 / Delta H) (Methanobacterium thermoautotrophicum)	390	2.6.1.11
Q9CHD3	ARGD_LACLA	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD LL0799 L0106	Lactococcus lactis subsp. lactis (strain IL1403) (Streptococcus lactis)	377	2.6.1.11
Q87L20	ARGD_VIBPA	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD VP2797	Vibrio parahaemolyticus serotype O3:K6 (strain RIMD 2210633)	403	2.6.1.11
Q7VTJ7	ARGD1_BORPE	reviewed	Acetylornithine aminotransferase 1 (ACOAT 1) (EC 2.6.1.11)	argD1 BP3539	Bordetella pertussis (strain Tohama I / ATCC BAA-589 / NCTC 13251)	393	2.6.1.11
Q7U5R5	ARGD_SYNPX	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD SYNW1634	Synechococcus sp. (strain WH8102)	420	2.6.1.11
O08321	ARGD_LACPL	reviewed	Acetylornithine aminotransferase (ACOAT) (EC 2.6.1.11)	argD lp_0531	Lactobacillus plantarum (strain ATCC BAA-793 / NCIMB 8826 / WCFS1)	389	2.6.1.11
Q0TQG7	GSA_CLOP1	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CPF_1685	Clostridium perfringens (strain ATCC 13124 / DSM 756 / JCM 1290 / NCIMB 6125 / NCTC 8237 / Type A)	425	5.4.3.8
P0C2D9	GSA_CLOPE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CPE1432	Clostridium perfringens (strain 13 / Type A)	425	5.4.3.8
Q0ST19	GSA_CLOPS	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CPR_1419	Clostridium perfringens (strain SM101 / Type A)	425	5.4.3.8
Q897K4	GSA_CLOTE	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CTC_00730	Clostridium tetani (strain Massachusetts / E88)	422	5.4.3.8
A3DIF3	GSA_HUNT2	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL Cthe_2530	Hungateiclostridium thermocellum (strain ATCC 27405 / DSM 1237 / JCM 9322 / NBRC 103400 / NCIMB 10682 / NRRL B-4536 / VPI 7372) (Clostridium thermocellum)	427	5.4.3.8
Q47V96	GSA_COLP3	reviewed	Glutamate-1-semialdehyde 2,1-aminomutase (GSA) (EC 5.4.3.8) (Glutamate-1-semialdehyde aminotransferase) (GSA-AT)	hemL CPS_4629	Colwellia psychrerythraea (strain 34H / ATCC BAA-681) (Vibrio psychroerythus)	427	5.4.3.8
